Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
84044,2,USED,2016,Cadillac,CT6 3.6L Premium Luxury,,22542,Gasoline,Black Raven,18,Cinnamon,27,AWD,8-Speed Automatic,3.6,6,60571,4.6,https://www.cars.com/vehicledetail/detail/808370522/overview/
84044,2,NEW,2019,Nissan,Kicks SV,,19118,Gasoline,Aspen White,31,Charcoal,36,FWD,Automatic CVT,1.6,6,6,4.4,https://www.cars.com/vehicledetail/detail/787836410/overview/
84044,2,USED,2018,Ford,Explorer sport,,25499,Gasoline,Shadow Black,16,Ebony Black,22,4WD,6-Speed Automatic,3.5,6,23169,4.9,https://www.cars.com/vehicledetail/detail/808370729/overview/
84044,2,USED,2018,GMC,Acadia SLT-1,,22000,Gasoline,Quicksilver Metallic,21,Jet Black,26,AWD,6-Speed Automatic,3.6,6,3956,4.7,https://www.cars.com/vehicledetail/detail/808258294/overview/
84044,2,USED,2017,RAM,1500 Longhorn,,28999,Gasoline,Brown,15,Brown,21,4WD,8-Speed Automatic,5.7,8,23825,4.8,https://www.cars.com/vehicledetail/detail/779505983/overview/
84044,2,USED,2014,Toyota,Yaris 5-Door L,,7960,Gasoline,Gray,,Gray,,FWD,Automatic,,,73485,4.5,https://www.cars.com/vehicledetail/detail/806690706/overview/?isShippableInsideSearchRadius
84044,2,USED,2018,Audi,A5 2.0T Prestige,,27492,Gasoline,Mythos Black Metallic,,Black,,AWD,7-Speed Automatic with Auto-Shift,2.0,6,13919,4.8,https://www.cars.com/vehicledetail/detail/806356064/overview/
84044,2,USED,2017,Mercedes-Benz,CLA 250 Base 4MATIC,,16979,E85 Flex Fuel,Midnight Black,23,Black,32,AWD,7-Speed Automatic with Auto-Shift,2.0,6,23200,4.5,https://www.cars.com/vehicledetail/detail/792916338/overview/
84044,2,USED,2014,Ford,Escape Titanium,,7995,Gasoline,Ingot Silver,22,,30,FWD,6-Speed Automatic,2.0,6,59137,4.5,https://www.cars.com/vehicledetail/detail/807888224/overview/
84044,2,USED,2016,Ford,F-150,,21500,E85 Flex Fuel,Oxford White,,Gray,,4WD,6-Speed Automatic,5.0,8,78564,4.7,https://www.cars.com/vehicledetail/detail/807482073/overview/
84044,2,USED,2012,Volvo,C70 T5,,9660,Gasoline,Black Stone,18,Cacao / Off Black,28,FWD,5-Speed Automatic,2.5,0,93449,4.4,https://www.cars.com/vehicledetail/detail/808414582/overview/
84044,2,USED,2019,Honda,Odyssey EX,,21989,Gasoline,,19,Gray,28,FWD,9-Speed Automatic,3.5,6,26540,4.6,https://www.cars.com/vehicledetail/detail/807825304/overview/
84044,2,NEW,2019,Nissan,Kicks SV,,19131,Gasoline,Monarch Orange / Super Black,31,Charcoal,36,FWD,Automatic CVT,1.6,6,7,4.4,https://www.cars.com/vehicledetail/detail/792223668/overview/
84044,2,USED,2017,Subaru,Legacy 3.6R Limited,,14750,Gasoline,Ice Silver Metallic,20,Black,28,AWD,Automatic CVT,3.6,4,48557,4.9,https://www.cars.com/vehicledetail/detail/808258208/overview/
84044,2,USED,2017,Nissan,Murano SL,,19389,Gasoline,Gun Metallic,21,Cashmere,28,AWD,Automatic CVT,3.5,6,25408,4.8,https://www.cars.com/vehicledetail/detail/807351514/overview/
84044,2,NEW,2020,Ford,EcoSport SES,,22982,Gasoline,Diamond White,23,Ebony,29,4WD,6-Speed Automatic,2.0,6,3,4.2,https://www.cars.com/vehicledetail/detail/795533731/overview/
84044,2,USED,2019,Lincoln,Nautilus Reserve,,35299,Gasoline,,21,Cappuccino,26,AWD,8-Speed Automatic,2.7,6,3147,4.8,https://www.cars.com/vehicledetail/detail/800271799/overview/
84044,2,USED,2018,Subaru,Crosstrek 2.0i Limited,,18500,Gasoline,Cool-Gray Khaki,27,Black,33,AWD,Automatic CVT,2.0,6,7853,4.9,https://www.cars.com/vehicledetail/detail/805923764/overview/
84044,2,USED,2017,Kia,Sorento LX,,11900,Gasoline,Gray,21,Satin Black,25,FWD,6-Speed Automatic,3.3,6,35000,4.9,https://www.cars.com/vehicledetail/detail/808178071/overview/
